No,URL,Title,Topic,Tags,NSMI-TLT,Body
106,http://www.lawaccess.org/node/192,1st Judicial District Court Services ,,,Criminal,"The 1st Judical District Court serves the counties of Los Alamos, Rio Arriba, and Santa Fe.

Locations:

Los Alamos:

2500 Trinity Drive, Ste. D, Los Alamos, NM 87544

Phone number: 505-662-9561

Rio Arriba:

P.O. Drawer 40, Tierra Amarilla, NM 87575

Phone number: 575-588-0058

Santa Fe:

225 Montezuma Ave., Santa Fe, NM 87501

Phone number: (505) 455-8146

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
107,http://www.lawaccess.org/node/193,2nd Judicial District Court Services ,,,Criminal,"The 2nd Judicial District Court handles the cases for Bernalillo County.

Location:

Albuquerque:

400 Lomas NW, Albuquerque, NM 87102

Phone number: (505) 841-8400

&nbsp;

Click here to return to the list of helpful organizations.
"
108,http://www.lawaccess.org/node/194,3rd Judicial District Court Services ,,,Criminal,"The 3rd Judicial District Court handles the cases in Dona Ana county.

Location:

Las Cruces:

201 W. Picacho Ave., Las Cruses, NM 88005

Phone number: 575-528-8311

&nbsp;

Click here to return to the list of helpful organizations.
"
109,http://www.lawaccess.org/node/195,5th Judicial District Court Services ,,,Criminal,"The 5th Judicial District Court serves the counties of Chavez, Eddy, and Lea.&nbsp;

Locations:

Chavez:

400 N. Virginia, Roswell, NM 88201

Phone number: (575) 622-2565&nbsp;

Eddy:

102 North Canal, Carlsbad, NM 88220

Phone number: (575) 885-4740

Lea:

100 North Main, Lovington, NM 88260

Phone number: (575) 396-8571

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
110,http://www.lawaccess.org/node/196,6th Judicial District Court Services ,,,Criminal,"The 6th Judicial District Courts serve the couties of Grant, Luna, and Hidalgo.

Locations:

Silver City:

201 North Cooper St., SIlver City, NM 88061

Phone number: (575) 388-4504

Deming:

855 S. Platinum, Deming, NM 88030

Phone number: (575) 546-9611

Lordsburg:

300 S. Shakespeare, Lordsburg, NM 88045

Phone number: (505) 542-3260

&nbsp;

Click here to return to the list of helpful organizations.
"
111,http://www.lawaccess.org/node/197,9th Judicial District Court Services ,,,Criminal,"The 9th Judicial Distrcit Court serves Roosevelt and Curry county.&nbsp;

Locations:&nbsp;

Portales:

109 W First St., Portales, NM 88130

Phone number: (575) 359-6920

Clovis:

700 N. Main, Clovis, NM 88101

Phone number: (505) 762-4874

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
112,http://www.lawaccess.org/node/198,11th Judicial District Court Services ,,,Criminal,"The 11th Judicial District Court serves San Juan and McKinley counties.

Locations:

Aztec:

103 South Oliver, Aztec, NM 87410

Phone number: (505) 334-6151

Farmington:

851 Andrea Dr., Farmington, NM 87401

Phone number: (505) 326-2256

Gallup:

207 West Hill St., Gallup, NM 87301

Phone numbers: (505) 863-6816

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
113,http://www.lawaccess.org/node/199,13th Judicial District Court Services  ,,,Criminal,"The 13th Judicial Court serves Cibola, Sandoval, and Valencia counties.&nbsp;

Locations:

Grants:

515 West High, Ste. B, Grants, NM 87020

Phone number: (505) 287-8831

Bernalillo:

1500 Idalia Rd., Bldg A, Bernalillo, NM 87004

Phone number: (505) 867-2376

Los Lunas:

1835 Hwy 314 SW, Los Lunas, NM 87031

Phone numbers: (505) 865-4639

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
114,http://www.lawaccess.org/node/200,"Bernalillo Metropolitan Court, Pro Se Division ",,,Criminal,"The Bernalillo Metropolitan Court has a self help center for individuals who wish to represent themselves in small claims and landlord/tenant disputes. &nbsp;

Location:

Albuquerque:

401 Lomas Blvd. NW, Albuquerque, NM 87102

Phone number: (505) 841-9817

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
115,http://www.lawaccess.org/node/201,New Mexico Supreme Court ,,,Criminal,"The New Mexico Supreme Court provides limited forms, court rules, procedures, and statues to the public.

Location:

Santa Fe:

237 Don Gaspar Ave., Santa Fe, NM 87501

Phone numbers: (505) 827-4860

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
116,http://www.lawaccess.org/node/202,New Mexico Court of Appeals ,,,Criminal,"The New Mexico Court of Appeals provides forms, court rules, procedures, and statutes to the public.&nbsp;

Locations:

Santa Fe:

237 Don Gaspar, Room 116, Santa Fe, NM 87501

Phone number: (505) 827-4925

Albuquerque:

2211 Tucker NE, Albuquerque, NM 87106

Phone number: (505) 841-4618

&nbsp;

Click here to return to the list of helpful organizations.
"
127,http://www.lawaccess.org/node/215,4th Judicial District Court Services ,,,Criminal,"The 4th Judicial District court serves Mora, San Miguel, and Guadalupe counties.&nbsp;

Locations:

Las Vegas:

496 W. National, Las Vegas, NM 87701

Phone number: 505-425-7281

Santa Rosa:

420 Parker Ave. Ste. 5, Santa Rosa, NM 88435

Phone number: 575-472-3888

&nbsp;
"
128,http://www.lawaccess.org/node/216,8th Judicial District Court Services,,,Criminal,"The 8th Judicial District Court serves Toas, Colfax, and Union Counties.

Locations:

Taos:

105 Albright St., Taos, NM 87571

Phone number: 575-758-3173

Raton:

1413 South Second, Raton, NM 87740

Phone number: 575-445-5585

Clayton:

100 Court St., Ste 5, Clayton, NM 88415

Phone number: 575-374-9577
"
129,http://www.lawaccess.org/node/217,12th Judicial District Court Services ,,,Criminal,"The 12th Judicial District Court serves Lincoln and Otero Counties.

Locations:&nbsp;

Alamogordo:

1000 New York Ave., Alamogordo, NM 88310

Phone number: 575-437-7310

Carrizozo:

300 Central, Carrizozo, NM 88301

Phone number: 575-648-2432
"
152,http://www.lawaccess.org/node/290,District Court Self Help Guide when you don't have a lawyer,,,Criminal,"The New Mexico Supreme Court has recently published a ""self-help"" guide (in English &amp; Spanish).

Here is the Court's description of the guide: ""The complete New Mexico District Court Self-Help Guide provides general information about how to represent yourself in court, a resource guide with a list of legal services and referral programs available throughout New Mexico, and individual chapters on the following topics: Domestic Violence, Dissolution of Marriage, Kinship Guardianship, Name Change, Probate, and Appeals.""
"
153,http://www.lawaccess.org/node/291,New Mexico Courts,,,Criminal,"Here you can find links to the various courts around the state.

New Mexico District Courts

New Mexico District Court Self Help Guide when you don't have a lawyer

Bernalillo County Metropolitan Court

New Mexico Magistrate Courts

New Mexico Court of Appeals

New Mexico Supreme Court

New Mexico Supreme Court Law Library
"
154,http://www.lawaccess.org/node/292,New Mexico Judicial District Courts,,,Criminal,"
	
		
			1st
			Los Alamos, Rio Arriba, Santa Fe counties
		
		
			2nd
			Bernalillo county
		
		
			3rd
			Dona Ana county
		
		
			4th
			Guadalupe, San Miguel counties
		
		
			5th
			Chaves, Eddy, Lea countites
		
		
			6th
			Grant, Hidalgo, Luna counties
		
		
			7th
			Catron, Sierra, Socorro, Torrance counties
		
		
			8th
			Colfax, Taos, Union counties
		
		
			9th
			Curry, Roosevelt counties
		
		
			10th
			De Baca, Harding, Quay counties
		
		
			11th
			McKinley, San Juan counties
		
		
			12th
			Lincoln, Otero counties
		
		
			13th
			Cibola, Sandoval, Valencia counties
		
	


&nbsp;
"
170,http://www.lawaccess.org/node/312,NM found in contempt of court for food stamp mismanagement,,,Criminal,"Federal Magistrate Carmen Garza [has] entered proposed findings that the NM Human Services Department (HSD) be held in contempt for failure to comply with multiple Court Orders and federal law concerning administration of food and medical assistance to eligible families. 

The above decision follows an investigation that revealed that the Human Services Department was defrauding the poor out of food stamps
"
92,http://www.lawaccess.org/node/178,Disability Rights New Mexico,,,Disability,"Handles disability rights in New Mexico, except for SSI/SSDI, guardianship/conservatorship, domestic relations.

Locations:&nbsp;

Statewide:

133 Wyatt Dr., Las Cruses, NM 88001

Phone number: (800) 432-4682

Albuquerque:

1720 Louisiana Blvd. NE, #204, Albuquerque, NM 87110

Phone number: (505) 256-3100

&nbsp;

Click here to return to the list of helpful organizations. &nbsp;
"
164,http://www.lawaccess.org/node/303,Law Access New Mexico Helpline Attorney Job Opening,,,Education,"Law Access New Mexico provides respectful, efficient, high quality legal advice, brief service and referrals in civil law matters to eligible low-income New Mexicans over the telephone and helps remove barriers to the justice system. Please be sure and review this website prior to submitting an application.

Located in Albuquerque, New Mexico, the organization seeks a full-time (37.5 hours per week) attorney licensed to practice in New Mexico.

The successful applicant will provide legal advice and brief services via telephone to low-income residents of New Mexico. Primary areas of practice will include landlord-tenant, consumer debt, and unemployment benefits issues and other civil law matters as needed by our clients. No experience necessary as we will train on substantive law.

Requirements: Licensed to practice in the courts of New Mexico.

Additional preferences:


	Spanish fluency a plus.
	Must: be comfortable with advanced technology; able to adapt to using propriety software; able to engage in quick transition between multiple software services while entering information in real-time during the phone interviews


We offer a competitive salary and benefits package.&nbsp; Salary D.O.E.; E.O.E.

Application process:


	Apply by email-only to HR(at)lawaccess(dot)org with resume attached.
	Subject line should read: ""LANM Attorney application"".
	Absolutely no phone calls.

"
165,http://www.lawaccess.org/node/304,Latest from NMILC: Taking DACA to APS Schools,,,Education,"The New Mexico Immigrant Law Center (NMILC) has created an innovative and unique program to help students and young adults apply for Deferred Action for Childhood Arrivals (DACA)

&nbsp;

&nbsp;
"
86,http://www.lawaccess.org/node/172,EEOC: Equal Employment Opportunity Commission,,,Employment,"Equal Employment Opporitunity Commission is a government entity that is responsible for enforcing federal employment and discrimination laws.

Locations:

Albuquerque:

505 Marquette Ave. NW, Ste. 900, Albuquerque, NM 87102

Phone number: (505) 248-5201

&nbsp;

Click here to return to the list of helpful organizations.&nbsp;
"
8,http://www.lawaccess.org/node/87,Domestic Violence Resources for New Mexicans,"Domestic Violence
Family",,Family Law,"Here you will find some resources for help if you feel you might be the victim of Domestic Violence: (click on the name to view information) Escape this page to safety

Stay Safe ... plan for your future

New Mexico Legal Aid's Domestic Violence, Sexual Assault, and Stalking Helpline

New Mexico Coalition Against Domestic Violence Member Programs


	
	National &amp; Statewide Hotlines and Websites
	


Statewide Crisis Line&nbsp;Helping New Mexicans get immediate access to local help and resources during a mental health crisis. &nbsp;Staffed by master’s level clinicians who can respond to a crisis 24 hours per day and 7 days per week.

&nbsp;
"
18,http://www.lawaccess.org/node/99,I want to get a divorce in New Mexico,Family,,Family Law,"What do I have to do to begin the divorce process in New Mexico?

1) &nbsp;Establish residency – Establishing residency means that either you or your spouse must have lived in New Mexico at least six months before filing for divorce, regardless of where you were married.

2) &nbsp;Complete the paperwork - Some courts have a ""divorce packet"" that can be purchased for a fee from the District Court Clerk’s Office. If the court does not have a packet for sale, then attorneys at Law Access New Mexico may be able to help prepare the divorce paperwork for you. Call Law Access New Mexico at 1-800-340-9771 to complete an intake and find out additional information.

3) &nbsp;Pay the filing fee - Before divorce papers can be filed, a fee has to be paid to the District Court. &nbsp;If you cannot afford the fee and other costs, you may ask the District Court for “free process.” &nbsp;Depending on which judicial district court you file with, either the entire amount or a portion of the fee and costs may be waived. &nbsp;The District Court Judge makes the final decision as to whether you qualify for free process.

4) &nbsp;Certify service of process - Once you complete the paperwork in the packet and file the paperwork with the District Court, your spouse must be given the necessary papers by someone other than yourself who is over the age of 18 and not a party to your case. &nbsp;The person who gives (or “serves”) your spouse the papers must complete a form included in the divorce packet which essentially states that he/she gave your spouse the papers. Make sure that the person serving your spouse lists all of the documents that your spouse is served with. &nbsp;That form must be filed with the District Court. &nbsp;It is okay for you to file the form; however, the person who served your spouse must complete the form.

What does my spouse have to do after he/she receives the Petition for Dissolution?

Once your spouse is served with the divorce paperwork, your spouse has thirty (30) days to file a Response (or “Answer”) with the court. &nbsp;Whether your spouse agrees with what you requested or not, your spouse needs to file an Answer. &nbsp;The Answer is your spouse’s chance to tell the court his/her side of what you have said in the Petition.

If your spouse agrees with everything you have said in the Petition for Dissolution and if there are no issues to be decided by the District Court (such as how the property should be divided or child custody), then you and your spouse can sign a Marital Settlement Agreement and prepare a

Final Decree (also part of the divorce packet) for the court.&nbsp; &nbsp;The Marital Settlement Agreement must be signed and notarized by both you and your spouse and then filed with the District Court. The divorce will often be finalized in a matter of days; however, that depends on where the divorce was filed.

What happens if my spouse does not file an Answer or Response?

If after 30 days from receiving the Petition, your spouse has not filed an Answer or Response, you may ask the District Court for a Default Judgment. &nbsp;In order to do that, you have to prove that you have filed all of the necessary paperwork, including proof that your spouse was given the Petition for Dissolution.&nbsp; &nbsp;If the District Court gives you a Default Judgment, usually everything&nbsp; you&nbsp; asked&nbsp; for&nbsp; in&nbsp; your&nbsp; Petition&nbsp; for&nbsp; Dissolution&nbsp; will&nbsp; be&nbsp; given&nbsp; to&nbsp; you.&nbsp;&nbsp; &nbsp;Default judgments are not granted if your spouse convinces the court that he/she had a good excuse for not filing an Answer or Response within 30 days.

What is community property?


	Real estate bought during the marriage and maybe some property bought before the marriage but used for the community.
	Things bought during the marriage by either you or your spouse (regardless of whether you or your spouse paid for or used the item).&nbsp; Even if title to the item is not in both your name and your spouse’s name, New Mexico law assumes that the item is community property.
	Income that you or your spouse earned during the marriage.
	Many retirement, pension, and disability benefits.


What is separate property?


	Property that you owned before you were married and that you have kept in your own name throughout the marriage.
	Property you inherited or received as a gift, either before or after you were married.
	Property you and your spouse have agreed is separate property.
	Property you or your spouse gets after legally separating but before divorcing, under certain circumstances.
	Certain veteran’s benefits.


Disclaimer: &nbsp;Law Access New Mexico (LANM) does not warrant the accuracy or usability of any publication or form. &nbsp;The materials provide general information.&nbsp; This information is not intended as a substitute for specific legal advice.&nbsp; Law Access New Mexico grants permission for copying and distribution by the Access to Justice Network and to organizations for non-commercial purposes only. &nbsp;Copyright Law Access New Mexico.
"
19,http://www.lawaccess.org/node/100,I want to learn about child custody issues in New Mexico,Family,,Family Law,"How does a judge decide custody of a child?

In New Mexico the judge looks at what is best for the child.&nbsp; The judge assumes it is best that both parents are involved and participate in the child’s life.&nbsp; The judge looks at many things, including how the child has adjusted to his/her home, school, and community.&nbsp; If the judge learns that one parent has an issue that makes it difficult to fully participate in the child’s life, the judge can consider giving sole custody to the other parent.&nbsp; Such issues include: drug or alcohol addiction; criminal record; incarceration; and the health of the parent, spouse, or significant other of the parent.

What is legal custody?

Legal custody addresses both parents’ responsibilities for the child, including the child’s financial, physical, emotional and developmental needs.&nbsp; It concerns each parent’s authority to make important decisions regarding their child on issues like where the child lives, health care, education, religion, and recreation.&nbsp;

What is joint legal custody?

“Joint” legal custody means both parents have to work together to make the best decisions on these issues for their child.&nbsp; Joint legal custody is what the courts in New Mexico most often order.&nbsp;

What is sole legal custody?

“Sole” legal custody means that only one parent is responsible for most of the child’s needs.&nbsp; It also means that only one parent will make the important decisions regarding the child.&nbsp; It does NOT mean that the other parent cannot have contact or visitation with the child.

If a parent requests sole legal custody, that parent will need to give reasons why joint legal custody is not appropriate.&nbsp; Even if one parent lives in a different town than the child and only sees the child during holidays or summer vacations, that parent could still be given joint custody.

What is physical custody?

Physical custody refers to the time the child spends with each parent.&nbsp; Physical custody arrangements can be quite different from family to family depending upon what the judge thinks the children of the family need.&nbsp; Physical custody arrangements can range from one parent having the child most of the time and the other parent only seldom having time with the child, to an arrangement where the parents each have the child half of the time.

If the parents both have some physical custody of the child, does that mean that both parents have to pay the same amount of child support?

No.&nbsp; Child support is based on many different things, including how much each parent earns and the amount of time the child spends with each parent.&nbsp; For more information regarding child support, see information sheet #382-Child Support.

What is sole physical custody?

Sole physical custody is a somewhat unusual arrangement where the child lives with one parent all the time and the other parent only has minimum visitation with the child.&nbsp; It is also possible that the judge will decide that the best interest of the child requires that the visitation be supervised.

If sole legal custody is given to one parent, does that mean that the other parent can never see his/her child?

Not usually.&nbsp; If a judge believes the child will be hurt or is in danger when in the care of the other parent, the judge can order supervised visitation.&nbsp; Usually, the Court orders visitation or time-sharing for the non-custodial parent.&nbsp; The circumstances have to be fairly extreme for a court to not let a parent see his/her child at all.

What is a parenting plan?

It is a court document that controls how certain issues regarding the child will be handled.&nbsp; Every plan is different and depends on what agreements are made by the parties.&nbsp; If the parents cannot reach an agreement, a judge will make the parenting decisions for the parents.&nbsp; Most plans include statements that explain: (1) when the child will stay with each parent and for how long (often called periods of responsibility); (2) which holidays the child will stay with each parent; (3) when, how, and where the child will be transferred from one parent to the other; (4) how decisions about the child’s education, religion, and medical care will be made; (5) how to handle disagreements about the parenting plan; and (6) child support and any other issues that will help make joint custody work for both parents and the child.&nbsp; All parenting plans need to be approved by a judge.&nbsp; Parenting plans cannot be filed with the Court without first opening a case.

What happens if my child’s other parent is not doing what the parenting plan says?

Because a judge approves a parenting plan, it becomes a court order.&nbsp; A parent who doesn’t follow the parenting plan could be violating a court order.&nbsp; The non-violating parent could file a Motion to Enforce or Motion for Order to Show Cause with the court.&nbsp; Blank forms for both Motions are available at some District Courts.&nbsp; Once the issue is brought before a judge, the judge will decide whether the order has been violated and what the consequences will be for the violating parent.&nbsp; NOTE:&nbsp; Some parenting plans require both parties to attend mediation or family counseling for disagreements about the parenting plan before getting a judge involved.&nbsp; If your parenting plan requires that, it is important to follow what was agreed or ordered.&nbsp; It is best to send a letter to the other parent, formally requesting mediation.&nbsp; That way you have proof to show to the court that you tried to get the other parent to attend mediation, and they refused.

If my child’s other parent doesn’t pay child support, does he/she still get to see our child?

Yes.&nbsp; Child support and visitation are two separate issues and should not depend on each other.&nbsp; If one parent doesn’t allow the other parent to visit with the child because child support hasn’t been paid, both parents have violated the judge’s orders.&nbsp; The correct action is to file a Motion for Order to Show Cause against the parent who is not paying child support or against the parent who is refusing to allow the other parent access to the child.

Will the judge ask my child’s opinion about where he/she wants to live?

Judges will not make a child choose between two parents, even if the child wants to give his/her opinion. Also, judges will not consider what the child wants until the child is at least 14 years old.&nbsp; Once a child is 14 years of age or older, the court may consider what the child wants but there is no guarantee that the court will agree with the child.&nbsp; The main issue the judge has to look at, regardless of the child’s age, is what is best for the child.&nbsp; If a parent has concerns that the child’s best interest is getting lost in the court process, that parent can petition the court to appoint a Guardian Ad Litem.&nbsp; A Guardian Ad Litem is an attorney for the child, and the parents usually share the cost of paying the Guardian Ad Litem's fees.&nbsp; This attorney advocates what is best for the child.&nbsp; It’s possible that the Guardian Ad Litem will not agree that what the child wants is in his/her best interest.&nbsp; This attorney should still tell the judge how the child feels.

I am not happy with the parenting plan.&nbsp; How can it be changed?

If both parents are able to agree to a change, the agreement needs to be put in writing, signed by both parents, notarized, and filed with the court.&nbsp; If both parents can’t agree, a judge usually will not change a parenting plan unless there has been a “material change in circumstances.”&nbsp; That means that something important has changed in your life, your child’s life, or the other parent’s life.&nbsp; Even if a “material change” has happened, the judge will not make any changes to the parenting plan unless the judge believes it will be in your child’s best interest.&nbsp; The type of changes that a judge will look at before deciding to modify a parenting plan include (but are not limited to) marriage, moving to another town, or major illness.&nbsp; Minor changes in a person’s life, such as minor work changes, moving a short distance, or lack of convenience usually don’t make it necessary to change a parenting plan.

&nbsp;

Disclaimer:&nbsp; Law Access New Mexico (LANM) does not guarantee the accuracy or usability of any publication or form.&nbsp; The materials provide general information.&nbsp; This information is not intended as a substitute for specific legal advice.&nbsp; Law Access New Mexico grants permission for copying and distribution by the Access to Justice Network and to organizations for non-commercial purposes only.&nbsp; Copyright Law Access New Mexico.
"
20,http://www.lawaccess.org/node/101,I want to learn about child support in New Mexico,Family,,Family Law,"How does a judge decide how much child support has to be paid?

At a child support hearing, a judge or hearing officer fills out a worksheet with information about:&nbsp; (1) the amount of money both parents earn before taxes; (2) medical/dental insurance premiums that are paid for the child(ren); (3) work-related child care costs; (4) the number of children involved; and (5) how much time each child spends with each parent.&nbsp; Once the information is entered on the worksheet, the judge or hearing officer follows objective guidelines that all courts in New Mexico use to determine how much child support each parent has to pay.&nbsp;

You can get an estimate of what child support in your situation might be from HERE. Click on ""Child Support Worksheet"".

Before a court hearing to consider child support, many courts send both parents a list of financial documents that have to be brought with them to court.&nbsp; It is important that all of the documents and any other listed information be brought to the hearing and told to the judge or commissioner.&nbsp; Some of the documents that must be brought include current pay stubs and receipts for childcare and health insurance. Some medical bills might be entered on the worksheet.&nbsp; If you aren’t sure, bring your documentation to court anyway and ask the judge.

IMPORTANT!!!!&nbsp; Amounts paid for mortgages or rent, utilities, car payments, or credit card accounts will not be entered on the worksheet.&nbsp;

Do I have to keep receipts for how child support is spent?

No.&nbsp; Although child support payments should be used for the living expenses of the child, how the money is spent is up to the parent receiving the child support, and no receipts are required.&nbsp;

If my child’s other parent doesn’t pay the amount of child support ordered by the court, does he/she still get to see our child?

Yes.&nbsp; Child support and visitation are two separate issues and should not depend on each other.&nbsp; If one parent doesn’t allow the other parent to visit with the child because child support hasn’t been paid, both parents have violated the court orders.&nbsp; (The parent who will not let the child visit the other parent has violated the Parenting Plan or Visitation Order; the parent who does not pay child support has violated the Child Support Order.)

My child’s other parent keeps quitting his/her job to avoid paying child support.&nbsp; Does he/she not have to pay anything?

Even if a parent is unemployed, a judge will often find out how much money he/she earned at his/her last job or the amount he/she is capable of earning (called imputed income) and enter that amount on the worksheet.&nbsp; Even though he/she isn’t working, that parent would still be required to pay the amount of money he/she would be earning if working.&nbsp; It is important to let the judge know what you believe is happening.&nbsp; This type of situation makes collecting the money difficult, but not impossible.

My child’s other parent hasn’t paid child support as ordered by the court.&nbsp; What can I do?

A “Motion to Enforce” or “Motion for Order to Show Cause” may be filed with the court.&nbsp; Blank forms for both Motions are available at some District Courts.&nbsp; Once the issue is brought before a judge, the judge will decide whether the order has been violated and what the consequences will be and could order that the non-paying parent spend time in jail.&nbsp;

A Request for Wage Withholding may also be filed with the court if the other parent is employed.&nbsp; This process is best set up by working with the Child Support Enforcement Division (CSED). The way this works is that once a Wage Withholding Order is granted by the court, the employer of the parent owing child support is required to deduct a certain amount from that parent’s pay check each pay period.&nbsp; The amount deducted is then sent to the receiving parent.&nbsp; Once an order has been issued, it will stay in place regardless of whether the paying parent changes jobs.&nbsp; CSED will automatically forward a Notice to Withhold to the new employer.

Also, working through CSED, a driver’s licenses may be denied or suspended if the person ordered to pay child support has failed to do so and state and federal tax refunds may be withheld if child support payments are not paid as ordered.

My child’s other parent and I were never married.&nbsp; Does he/she still have to pay child support?

Yes.&nbsp; But paternity has to be established first

When and how can a child support order be changed?

If both parents agree to the change, the agreement should be put in writing, signed, notarized, and filed with the court.&nbsp; The agreement should state the new amount of child support, when the change will take effect and for how long.&nbsp; It is usually best to follow the child support guidelines because the court may still deny the agreement that was reached by the parents if there is not a good reason that the guidelines were not followed.

If an agreement between the parents cannot be reached, a Motion to Modify Child Support can be filed with the court.&nbsp; The same procedure as when the original Child Support Order was made will be followed, including providing the same documents to complete the worksheet.&nbsp; A judge may modify the amount of child support to be paid “upon a showing of material and substantial changes in circumstances” which occurred after the court entered its last child support order.&nbsp; For example, a change in the financial situation of one or both parents or a change in the amount of time a child spends with one parent may be considered a material and substantial change in circumstances.&nbsp; A “material and substantial change in circumstances” is presumed if:&nbsp; (1) there is a change upward or downward of more than 20% of the existing child support obligation after applying the child support guidelines, and (2) if the petition for modification is filed more than one year after the filing of the pre-existing Child Support Order.&nbsp;

&nbsp;

Disclaimer:&nbsp; Law Access New Mexico (LANM) does not warrant the accuracy or usability of any publication or form.&nbsp; The materials provide general information.&nbsp; This information is not intended as a substitute for specific legal advice.&nbsp; Law Access New Mexico grants permission for copying and distribution by the Access to Justice Network and to organizations for non-commercial purposes only.&nbsp; Copyright Law Access New Mexico.
"
21,http://www.lawaccess.org/node/102,Tell me about alimony (spousal support) in New Mexico,Family,,Family Law,"What is the difference between spousal support and alimony?

There is no legal difference between them.&nbsp;

How does a judge decide whether to order one spouse to pay alimony to the other?

A judge will look at many different things, including:&nbsp; (1) the age and health of both spouses; (2) both spouses’ ability to support themselves; (3) how much each spouse earns now and in the future; (4) how well each spouse tries and is able to support him/herself; (5) how long the marriage lasted; (6) how much each spouse owes; and (7) how both spouses lived during the marriage.

Does alimony have to be paid on a monthly basis?

No.&nbsp; Alimony may be paid in a lump sum or in regular payments, however the spouses must agree on the payment method or a judge will issue an order.

What can alimony be spent on?

If the judge says that alimony has to be spent on certain things, then the alimony has to be spent on those things.&nbsp; Sometimes a judge will say that alimony must be used for school or job training so that the spouse who gets the alimony will be able to get a job and support him/herself.&nbsp; Sometimes a judge will say that alimony just be given to the other spouse in addition to money he/she earns, and the spouse receiving the alimony can decide how the money is spent.&nbsp; If the judge does not say anything about how the alimony is to be spent, the money may be spent however the spouse receiving the alimony wants.

How long do you have to be married to request alimony?

Anyone can request alimony.&nbsp; However, courts do not usually award alimony for short marriages.&nbsp; As a general rule, a marriage under 10 years would most likely be considered short.&nbsp; However, it really depends on the circumstances of the marriage and other factors listed above as to whether or not a judge will order alimony.&nbsp; In New Mexico, if you have been married for over 20 years, the court will automatically consider whether alimony is appropriate in your case.&nbsp; It is always best to ask for alimony if you believe that your circumstances might fit within the legal guidelines for making an alimony award.

How long does a spouse have to pay alimony?

It depends on what the parties agree to or what a judge orders.&nbsp; It can be for a specific time, until a certain event occurs (such as remarriage), or until the spouse receiving the alimony dies.

&nbsp;

Disclaimer:&nbsp; Law Access New Mexico (LANM) does not guarantee the accuracy or usability of any publication or form.&nbsp; The materials provide general information.&nbsp; This information is not intended as a substitute for specific legal advice.&nbsp; Law Access New Mexico grants permission for copying and distribution by the Access to Justice Network and to organizations for non-commercial purposes only.&nbsp; Copyright Law Access New Mexico.
"
22,http://www.lawaccess.org/node/103,Family Law in New Mexico,,,Family Law,"&nbsp;


	
		
			
			I want to get a divorce

			I want to change my name (or my child's name)

			I want to lean about child custody

			I want to learn about child support

			I want to learn about grandparents and grandchildren

			I want to learn about getting guardianship of a child

			I want to learn about alimony (spousal support)

			""Dear Mom and Dad, I'm just a kid, so please ...""
			
			
			
			
		
	

"
40,http://www.lawaccess.org/node/121,I want to learn about how to get to visit my grandchildren,Family,,Family Law,"Prepared by the Senior Citizens’ Law Office, Inc.
4317 Lead SE Suite A
Albuquerque NM 87108
(505) 265-2300

Grandparents serve an important role in the lives of grandchildren.&nbsp; Most parents encourage grandparent involvement.&nbsp; However, sometimes a parent blocks visitation by a grandparent.&nbsp; Although U.S. law strongly supports the right of parents to raise their children without interference, in very limited circumstances the law overrides parental decisions.

A New Mexico law[1] gives grandparents a limited right to ask the court for visitation.&nbsp; A grandparent may use the law only if:


	A divorce, legal separation or determination of parenthood case has been opened; or,
	One or both of the child’s parents are deceased; or,
	The child lived with the grandparent for a period of at least three months while the child was under six years old, and someone removed the child from the grandparent’s home; or,
	The child lived with the grandparent for a period of at least six months while the child was six years of age or older, and someone removed the child from the grandparent’s home; or
	The child is the subject of an adoption proceeding.


A grandparent whose situation falls into one of the categories above may petition the court for visitation rights.&nbsp; The court may refer the matter to mediation.&nbsp; The court will allow visitation only if it is in the best interest of the child, and shall consider the following factors in reaching its decision:


	Any factors relevant to the best interests of the child;
	The relationship of the grandparent and the child;
	The relationship of the grandparent and the child’s parents;
	Established visitation arrangements;
	The effect of the grandparent’s visitation on the child;
	If the grandparent has any convictions for abuse or neglect;
	If the grandparent served as full-time caretaker of the child.


If a court grants grandparents visitation rights, the child’s custodian must provide the grandparent with notice of any move within or outside of New Mexico and provide the new address and phone number of the child.

Even if the court does not order visitation, it may order reasonable contact between the grandparent and grandchild, such as by telephone or mail.

&nbsp;


[1] §40-9-1 et seq. NMSA 1978.
"
