No,URL,Title,Topic,Tags,NSMI-TLT,Body
147,http://www.lscd.com/node/172,Scam Watch,Collection/Repossession,,Consumer,Advance-Fee Loan Scams&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009http://www.ftc.gov/bcp/edu/microsites/moneymatters/scam-watch.shtml
151,http://www.lscd.com/node/176,Avoiding Credit and Charge Card Fraud,Consumer Laws,,Consumer,Last Reviewed: 05/08/2009 http://www.ftc.gov/bcp/edu/pubs/consumer/credit/cre07.shtm
152,http://www.lscd.com/node/177,CÃ_mo Evitar el Fraude de Tarjetas de CrÃ©dito y Cargo,Consumer Laws,,Consumer,Last Reviewed: 05/08/2009http://www.ftc.gov/bcp/edu/pubs/consumer/credit/scre07.shtm
153,http://www.lscd.com/node/178,Delaware Home Solicitation Act,"Consumer Laws
General Elder Law
Contracts/Warranties",,Consumer,"Tips to protect yourself from high-pressure, door-to-door, ambiguous or  misleading contracts and poor quality merchandise&nbsp;                                            Contributed by: Attorney General, State of  Delware  Last Reviewed: 07/17/2009http://delcode.delaware.gov/title6/c044/index.shtml"
154,http://www.lscd.com/node/179,Equal Credit Opportunity Act,Consumer Laws,,Consumer,"Title 45 of the U.S. Code, Chapter 41, Subchapter IV, Section 1691.&nbsp;                                            Contributed by: Legal Information Institute,  Cornell Law  Last Reviewed: 07/17/2009http://www.law.cornell.edu/uscode/html/uscode15/usc_sec_15_00001691----000-.html"
155,http://www.lscd.com/node/180,Fair Credit Billing Act,Consumer Laws,,Consumer,15 USC Â§1601&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009http://www.ftc.gov/bcp/edu/pubs/consumer/credit/cre16.shtm
156,http://www.lscd.com/node/181,Fair Credit Reporting Act,Consumer Laws,,Consumer,"15 U.S.C. Â§ 1681 available from the FTC, along with FTC ""special  highlights"" and educational materials.&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009http://www.ftc.gov/os/statutes/fcrajump.shtm"
157,http://www.lscd.com/node/182,Fair Debt Collection Practices Act,Consumer Laws,,Consumer,Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009http://www.ftc.gov/os/statutes/fdcpajump.shtm
158,http://www.lscd.com/node/183,Federal Wage Garnishment Law,"Consumer Laws
Work Support
Collection/Repossession",,Consumer,This fact sheet provides general information concerning the amount that  may be withheld from a person's earnings under the CCPA and the law's  protection from termination because of garnishment for any single debt.&nbsp;                                            Contributed by: U. S. Dept. of Labor  Last Reviewed: 07/17/2009http://www.dol.gov/compliance/guide/garnish.htm
159,http://www.lscd.com/node/184,Foreclosure Rescue Scams,"Home Purchase, Improvement and Foreclosure
Consumer Laws",,Consumer,Contributed by: Federal Trade Commission  Last Reviewed: 07/16/2009http://www.ftc.gov/bcp/edu/pubs/consumer/homes/rea16.shtm
160,http://www.lscd.com/node/185,How to Dispute Credit Report Errors,"Consumer Laws
Collection/Repossession",,Consumer,Your credit report--a type of consumer report--contains information  about where you work and live and how you pay your bills. It also may  show whether you've been sued or arrested or have filed for bankruptcy.&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009http://www.ftc.gov/bcp/edu/pubs/consumer/credit/cre21.shtm
161,http://www.lscd.com/node/186,CÃ_mo Refutar Errores en los Informes de CrÃ©dito,"Consumer Laws
Collection/Repossession",,Consumer,Last Reviewed: 05/08/2009http://www.ftc.gov/bcp/edu/pubs/consumer/credit/scre21.shtm
162,http://www.lscd.com/node/187,How To Request Your Credit Report,"Consumer Laws
Collection/Repossession
Credit Access
Bankruptcy",,Consumer,"Instructions for obtaining a copy of your credit report.&nbsp;                                            Contributed by: Legal Services Corporation of  Delaware, Inc.  Last Reviewed: 07/17/2009Click here to download document"
163,http://www.lscd.com/node/188,Need A Loan?,"Home Purchase, Improvement and Foreclosure
Consumer Laws",,Consumer,Last Reviewed: 05/08/2009 http://www.ftc.gov/bcp/edu/pubs/consumer/homes/rea01.shtm
164,http://www.lscd.com/node/189,Necesita un PrÃ©stamo?,"Home Purchase, Improvement and Foreclosure
Consumer Laws",,Consumer,Last Reviewed: 05/08/2009http://www.ftc.gov/bcp/edu/pubs/consumer/homes/srea01.shtm
166,http://www.lscd.com/node/191,Q & A about the Rules of Evidence in the Justice of the Peace Court,,,Consumer,What is evidence?  What are the Rules of Evidence?  What makes evidence  admissible?  These and more answered here.&nbsp;                                            Contributed by: JP Court  Last Reviewed: 07/23/2009http://courts.state.de.us/Rules/?JP_ruleseviqa.htm
167,http://www.lscd.com/node/192,Q & A about the Rules of Evidence in the Justice of the Peace Court,"Consumer Laws
Court Procedures and Information",,Consumer,What is evidence?  What are the Rules of Evidence?  What makes evidence  admissible?  These and more answered here.&nbsp;                                            Contributed by: JP Court  Last Reviewed: 07/23/2009http://courts.state.de.us/Rules/?JP_ruleseviqa.htm
169,http://www.lscd.com/node/194,Service Contracts,Consumer Laws,,Consumer,"If you are buying a car or major appliance, whether in a retail store,  by catalog, or online, you may be offered a service contract. Some  consumers, however, may be paying for more protection than they need.   &nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/23/2009http://www.ftc.gov/bcp/edu/pubs/consumer/products/pro11.shtm"
170,http://www.lscd.com/node/195,Trial Offers: The Deal Is in the Details,"E-Commerce & The Internet
Consumer Laws
Contracts/Warranties",,Consumer,"What Does ""No Risks or Obligations"" Really Mean?&nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/17/2009Click here to download the document"
171,http://www.lscd.com/node/196,Truth in Lending Act,Consumer Laws,,Consumer,"Title 15 of the U.S. Code, Chapter 41, Subchapter I, Part A, Section  1601.&nbsp;                                 Also available:                                                                          usc_sec_15_00001601----000-.html  Contributed by: Legal Information Institute,  Cornell Law  Last Reviewed: 07/23/2009http://www.law.cornell.edu/uscode/html/uscode15/usc_sec_15_00001601----000-.html"
172,http://www.lscd.com/node/197,Warranties,"Consumer Laws
Contracts/Warranties",,Consumer,"When you make a major purchase, the manufacturer or seller makes an  important promise to stand behind the product. It's called a warranty.  Federal law requires that warranties be available for you to read before  you buy even when you're shopping by catalog or on the Internet.  Coverage varies, so you can compare the extent of warranty coverage just  as you compare the style, price, and other characteristics of products.  &nbsp;                                            Contributed by: Federal Trade Commission  Last Reviewed: 07/23/2009http://www.ftc.gov/bcp/edu/pubs/consumer/products/pro17.shtm"
173,http://www.lscd.com/node/198,Identity Theft - Information You Need to Know,"E-Commerce & The Internet
Credit Access",,Consumer,"A brochure from the American Bar Association and the Law in Public  Service Committee of the Tort Trial and Insurance Practice Section  containing How to Protect Yourself, What to Do If Youâ€™re a Victim.&nbsp;                                            Contributed by: American Bar Association  Last Reviewed: 07/01/2004Click here to download the document"
175,http://www.lscd.com/node/200,Collections Guide to Defaulted Student Loans,"Student Financial Aid
Collection/Repossession
Student Financial Aid",,Consumer,"Student loan borrowers in default now have more options than ever before  to repay their student loans.  This site will provide you with  information on the following loan programs:  FFEL, Direct Loans (Federal  Stafford and PLUS loans), Federal Perkins Loans, Federal Pell Grants,  and FSEOG. &nbsp;                                            Contributed by: Federal Student Aid, U. S.  Dept. of Education  Last Reviewed: 06/02/2004http://www2.ed.gov/offices/OSFAP/DCS/index.html"
195,http://www.lscd.com/node/220,Pay Day Loans - are they a Crime?,Pay Day Loans,,Consumer,Last Reviewed: 07/17/2009Click here to download document
196,http://www.lscd.com/node/221,"Predatory Small Loans, A Form of Loansharking  ",Pay Day Loans,,Consumer,"NCLC combats high interest payday loans: The Problem, Legislative Strategies, and A Model Act.&nbsp; Contributed by: National Consumer Law Center Last Reviewed: 01/21/2004http://www.nclc.org/issues/payday-loans.html"
349,http://www.lscd.com/node/379,College Students and Credit,Credit Access,,Consumer,"For years, credit card companies have marketed directly to students on college campuses, offering t-shirts, free meals, and other freebies, to encourage them to apply for credit card accounts.&nbsp; But since the Federal Credit Card Accountability, Responsibility, and Disclosure Act became law last February, students are now much less likely to face this scenario.Click here to download document"
350,http://www.lscd.com/node/380,Avoid Unscrupulous Debt Settlement Practices,Collection/Repossession,,Consumer,"Weâ€™ve all seen the ads on tv that promise financially struggling consumers that they can be debt free in just a few months or after paying only pennies on the amount they owe.&nbsp; These spots are generally aired by debt settlement companies, some of whom currently charge large upfront fees that must be paid before any payment to clientsâ€™ creditors are made.&nbsp;Click here to download document"
351,http://www.lscd.com/node/381,Couples and Money,Other,,Consumer,Local nonprofit Consumer Credit Counseling Service of MD &amp; DE (CCCS) offers these tips for improving domestic harmony and gaining financial peace of mind.&nbsp;Click here to download document
353,http://www.lscd.com/node/383,Post-Holiday Identity Theft,Credit Access,,Consumer,"After the holidays, many of us plan to hit the mall or go online to return gifts or take advantage of post-holiday sales.&nbsp; Identity thieves recognize this trend and hope to take advantage of distracted consumers.&nbsp; Here are a few strategies that may help you avoid falling prey to their costly ploys.&nbsp;Click here to download document"
357,http://www.lscd.com/node/390,CCCS of MD & DE Reccomends Saving Now And For The Future,Consumer,Savings,Consumer,"
(Wilmington, DE) - We often hear that Americans are spending less and saving more since the financial downturn.&nbsp; But a recent survey by the National Foundation on Credit Counseling (NFCC) shows that that we still may not be saving enough.&nbsp; Sixty-four percent of the 2,700 polled by NFCC said that they would borrow from friends or family, neglect other existing financial obligations, pawn or sell assets, or take out a loan or cash advance on a credit card instead of using their savings to pay off an unexpected $1,000 expense.&nbsp; To increase public awareness of saving, local nonprofit agency Consumer Credit Counseling Service of MD &amp; DE (CCCS) has launched 365 Days &amp; 365 Ways.&nbsp; This year-long effort will utilize social media and community outreach to encourage local residents to put away money now and for the future.
According to CCCS Community Outreach and Communications Manager Deanna Booker, â€œToday itâ€™s more important than ever for us to actively budget and save.&nbsp; Having an emergency savings nest egg can help you weather job loss or other situations that may place you at risk of financial ruin. &nbsp;If you donâ€™t have a savings put aside, you may be forced to make poor financial choices like charging up a high-interest credit card or withdrawing money from your 401-K plan.&nbsp; These strategies ultimately leave consumers more financial vulnerable.â€ù
Booker also notes that saving is essential to achieving future financial goals. â€œThe cost of education is constantly rising.&nbsp; Saving now can help you pay for tuition and other essential college expenses down the road.&nbsp; At some point most of us hope to retire, but without savings or some type of investment in hand, it may be difficult to make ends meet, especially given weâ€™re all living longer and itâ€™s clear that Social Security probably wonâ€™t pay for it all.â€ù&nbsp;
Consumers who are living paycheck-to-paycheck may find it hard to save regularly.&nbsp; However, it is possible -- even on a limited budget.&nbsp; To show how, CCCS is featuring a daily 365 Days &amp; Ways saving tip on its Facebook page.&nbsp; Booker says, â€œTo follow the tips or post your own ideas, just visit CCCSâ€™s Facebook page at CCCS of Maryland and Delaware and become a fan.â€ù
To take the sting out of saving, Booker recommends consumers pay themselves first.&nbsp; â€œIf you have a small amount directly deposited from your paycheck into a savings account each month, youâ€™ll be surprised how quickly money can add up.&nbsp; And where itâ€™s taken out of your paycheck before you ever see it, you probably wonâ€™t even notice that itâ€™s gone.&nbsp; Also look for ways to&nbsp; reduce your expenses.&nbsp; For example, consider packing brown bag lunches for your family to use at school or at work. This is a great way to save money and help ensure that they regularly eat a nutritious meal.â€ù&nbsp; CCCS has several additional saving ideas in the Financial Tools section of its website (www.cccs-inc.org).
Consumers who have serious debt problems may need to take control of their finances before they can begin saving.&nbsp; Booker explains, â€œIf this is where you are right now, CCCS can help.&nbsp; We provide free, confidential budget and credit counseling at our offices and by phone.&nbsp; Our counselors are all certified.&nbsp; They can help you assess where you stand financially, set up a personal budget, and explore options that will help you become more financially secure.â€ù&nbsp;
According to Booker, Delaware residents who hope to become more financially aware also can take advantage of CCCSâ€™s new website podcasts.&nbsp; â€œOnce youâ€™re on the website, just access the Resources section.&nbsp; It includes podcasts on several subjects, including Successful Money Management and Regaining Financial Control.&nbsp; The podcasts are a great learning tool, because they can be streamed or even downloaded for future listening.â€ù
CCCS hopes to enlist other community organizations in the 365 Days &amp; 365 Ways effort.&nbsp; Booker concludes, â€œWeâ€™re looking for local churches, schools, neighborhood groups, and government agencies that can help us put a spotlight on saving by posting this bulletin or linking it to their website or newsletter.&nbsp; Not only will they help promote our grassroots savings movement, theyâ€™ll also help their employees or members increase their financial wellbeing.â€ù&nbsp; Organizations that would like to host a CCCS 365 Days &amp; Ways budget and saving workshop or seminar can call Booker at 410-747-2050.&nbsp;
####
Consumer Credit Counseling Service of MD &amp; DE, Inc. (CCCS) is an accredited 501(c)(3) nonprofit agency that has served the local community since 1966.&nbsp; CCCS creates hope and promotes economic self-sufficiency to&nbsp;individuals,&nbsp;families and communities through financial literacy education and counseling.&nbsp; MD State License #14-01.&nbsp;
&nbsp;
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;
FOR IMMEDIATE RELEASE&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Contact Information:
October 3, 2011&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; NANCY STARK
410.357.0614 (phone)
410.357.0613 (fax) nstark@mind2medias.com
Helping people help themselves through Education, Financial Counseling and Debt Repayment
CCCS of MD &amp; DE RECOMMENDS SAVING NOW AND FOR THE FUTURE 
&nbsp;
"
360,http://www.lscd.com/node/395,Vehicle Repossession In Delaware,Automobiles,"
",Consumer,"When you finance or lease a car, truck or other vehicle, you usually give the creditor an interest in the vehicle to secure the loan debt. This interest allows the creditor to take your vehicle when you have missed loan payments and have not resolved the problem by contacting the creditor to work out an alternative payment arrangement. When the creditor takes your vehicle, it is called a ""repossession."" The creditor can repossess your vehicle without going to court and without prior notice unless your security agreement requires notice."
361,http://www.lscd.com/node/396,What should I do if I am unable to meet my car loan payments?,,,Consumer,"You can delay or avoid repossession of your vehicle, in some cases, if you talk to your creditor as soon as you realize that you will be late on a loan payment. When you contact your creditor, you should try to negotiate a modified payment plan or modification of the loan. You should ask the creditor to put any modifications in writing. This writing is generally called a ""workout agreement."""
362,http://www.lscd.com/node/397,Should I voluntarily surrender my car if I cannot make the loan payments?,,,Consumer,"The creditor may ask you to voluntarily surrender the vehicle rather than wait for them to repossess. This surrender is known as a voluntary repossession. In general, you should surrender the car voluntarily only in exchange for the creditor giving up some right, such as, if the creditor agrees to waive its right to seek the remaining balance owed or agrees not to report the default to the credit reporting agencies. In addition to possibly negotiating more favorable terms of repossession, you might save money by avoiding repossession costs and attorney's fees through voluntary repossession."
363,http://www.lscd.com/node/398,Do I have the right to cure the default if I miss car loan payments?,,,Consumer,"In most cases, you will not have a right to cure the default, which means that you will not be able to pay missed payments in order to get your vehicle back. You only have the right to cure a default in Delaware if your installment contract provides for a balloon payment and this balloon payment is the one that you missed. A balloon payment means a final loan payment that is much larger than the regular payments. If you have a right to cure the default on the balloon payment, then you have an absolute right to obtain a new payment schedule, and the payments under the new schedule must not be substantially greater than your original installment payments."
364,http://www.lscd.com/node/399,"If I am unable to cure the default on a car loan, do I have a right to redeem the vehicle?",,,Consumer,"If you are unable to cure the default, you still have an absolute right to redeem the vehicle any time before the creditor has sold or otherwise disposed of the vehicle. To redeem your vehicle, you must pay the total remaining amount of the loan due, not just the delinquent installments. Plus, you might have to pay reasonable repossession expenses and attorney's fees if any were actually incurred."
366,http://www.lscd.com/node/401,Vehicle Repossesion: Seizing the Vehicle,,,Consumer,"Does the creditor have a valid security interest in the vehicle?A creditor must have a legally enforceable security interest in the vehicle before they can seize it. ""Security interest"" means a legal share of the vehicle which secures payment of the debt. The security interest is created when you sign a security agreement with the creditor. The security agreement is usually part of the contract you sign when you buy a vehicle on credit.In order for the security interest to be valid all of the following must be present: (1) You must have signed the security agreement; (2) The security agreement must provide a description of the vehicle used as collateral; and (3) The security agreement must say that you give the creditor a security interest in the vehicle. Without a valid security interest a creditor has no legal right to repossess the vehicle.Were you in default?In addition to the requirement that a creditor must have a legally enforceable security interest in the vehicle, the debtor must also be in default before they can seize the vehicle. The Delaware Commercial Code does not define the word ""default."" Typically, the security agreement defines the word ""default."" For example, an agreement for Ford Motor Credit Company defines default as follows:You will be in default if:You do not make a payment when it is due; orYou gave false or misleading information on your credit application relating to this contract; orYour vehicle is seized by any local, state, or federal authority and is not promptly and unconditionally returned to you; orYou file a bankruptcy petition or one is filed against you; orYou do not keep any other promise in this contract.If you are not sure what your security agreement says, keep in mind that you will be in default on your car loan if you fail to make loan payments on time, fail to maintain adequate insurance on your vehicle, or violate some other provision of the agreement.Was the self-help repossession properly conducted?The secured creditor has a right to repossession after default. Advanced notice of the repossession is not required in Delaware unless your contract otherwise requires it. The secured creditor may take possession of your vehicle without going to court, but it must seize the vehicle without a breach of peace. Whether a breach of peace has occurred is ultimately determined by the courts. Remedies are available for you if the creditor wrongfully seized your vehicle. You should consult an attorney to determine whether the self-help repossession was properly conducted and to determine whether any remedies are available."
367,http://www.lscd.com/node/402,Vehicle Repossession: Selling the Car,,,Consumer,"Was the&nbsp; notice of sale proper?&nbsp;Although notice is not required prior to the repossession, the creditor must give you proper notice before selling the vehicle or otherwise disposing of the vehicle. Notice for private sale of the vehicle is slightly different than notice for a public sale. The Delaware Commercial Code states that notice is sufficient if it (1) describes the debtor and the secured creditor; (2) describes the vehicle being repossessed; (3) states the method of sale or disposition; (4) states that the debtor is entitled to an accounting of the amount you owe; (5) states the date, time and place of a public sale or states that the vehicle will be sold at a private sale sometime after a certain date; (6) states that the debtor is liable for any deficiency; (7) provides a telephone number to call so that the debtor may redeem the vehicle; and (8) provides a telephone number or mailing address so that the debtor may request more information about the sale. One example of a creditor who failed to meet reasonable notice requirements is where the creditor sent notice to debtors at the wrong street address, a former residence, and sent notice to their current address with the wrong zip code.Was the disposition of sale proper?Every aspect of selling or disposing of the vehicle must be commercially reasonable, including the method, manner, time, place and terms. Commercial reasonableness includes determining whether there was an improper delay in the date of the sale. Sales of repossessed vehicles will be set aside only if the sale price is so low as to shock the conscience of the court. In general, the standard has been met where the sale price represented 50% of the fair market value."
368,http://www.lscd.com/node/403,Vehicle Repossession: Paying the Deficiency,,,Consumer,"Was the deficiency computed correctly?A deficiency is the difference between the amount owed under the security agreement and the amount the creditor is able to recover upon selling the vehicle after default. The money from the sale will reduce the amount you owe. If the creditor gets less money than you owe, you will still owe the difference. If the creditor gets more money from the sale than you owe, you will get a refund of the extra money and there is no deficiency. Typically, to calculate the balance due on the deficiency, the creditor takes the unpaid amount you owe under the contract plus late charges, earned and unpaid interest, costs of repossession and sale, minus the proceeds of the sale. You should receive a rebate for unused credit insurance and unearned interest. The creditor should only be allowed reasonable charges for repossession, attorney's fees, storage, towing, repair and reconditioning expenses. A creditor is allowed to sue you for a deficiency judgment to collect the remaining amount owed on the deficiency.&nbsp;Is the creditor entitled to a deficiency? In Delaware, failure to strictly comply with the notice provisions of the Delaware Commercial Code regarding the sale of the vehicle may be raised as a defense as to prevent the creditor from recovering a deficiency judgment. For example, where the creditor provides an accounting of the amount due in the notice but fails to account for the rebate of unearned finance charges and insurance premiums, this error in the amount is a defect in the notice. As a result, the creditor is barred from recovery of a deficiency. If a creditor sues you for a deficiency judgment, you should consult an attorney to find out whether you have any defenses which reduce or completely prevent the deficiency judgment."
369,http://www.lscd.com/node/404,Buying & Owning a Car in Delaware,Automobiles,,Consumer,"Learn about how to buying, owning, and repaining a car in Delaware."
398,http://www.lscd.com/node/437,Debt Action - Justice of the Peace Interactive Form,Collection/Repossession,,Consumer,"This is an online interview that guides you through completing a JP Court form for a debt action. The filer is asked questions relating to his or her claim, and using the answers to these questions, the program automatically fills in the JP Court form, including the statement of facts.&nbsp; The interview process is simple and easy to complete.&nbsp; Upon completion, a document ready to be filed in court can be printed out by the litigant for submission to the court.&nbsp; You do not have to sign up to use it, you can simply select the ""go' button and start.&nbsp;&nbsp; However, if you sign up, you will be able to stop&nbsp;working on your form and go back to it at a later time.&nbsp;To use this form, you must have Internet Explorer 6 or higher. The form cannot be run on a MacIntosh (Mac) computer.&nbsp;
"
399,http://www.lscd.com/node/438,Debt Action - Justice of the Peace Interactive Form,Collection/Repossession,,Consumer,"This is an online interview that guides you through&nbsp;completing a JP Court form for a debt action. &nbsp;The filer is asked&nbsp;questions relating to his or her claim, and using the answers to these&nbsp;questions, the program automatically fills in the JP Court form,&nbsp;including the statement of facts.
The interview process is simple and&nbsp;easy to complete. &nbsp;Upon completion, a document ready to be filed in&nbsp;court can be printed out by the litigant for submission to the court.&nbsp;You do not have to sign up to use it, you can simply select the ""go'&nbsp;button and start. &nbsp; However, if you sign up, you will be able to stop&nbsp;working on your form and go back to it at a later time.
To use this&nbsp;form, you must have Internet Explorer 6 or higher. The form cannot be&nbsp;run on a MacIntosh (Mac) computer.&nbsp;
"
401,http://www.lscd.com/node/440,Replevin Action - Justice of the Peace Interactive Form,Consumer,,Consumer,"This is an online interview that guides you through&nbsp;completing a JP Court form for a replevin action. &nbsp;The filer is asked&nbsp;questions relating to his or her claim, and using the answers to these&nbsp;questions, the program automatically fills in the JP Court form,&nbsp;including the statement of facts. &nbsp;The interview process is simple and&nbsp;easy to complete. &nbsp;
Upon completion, a document ready to be filed in&nbsp;court can be printed out by the litigant for submission to the court.&nbsp;You do not have to sign up to use it, you can simply select the ""go'&nbsp;button and start. &nbsp; However, if you sign up, you will be able to stop&nbsp;working on your form and go back to it at a later time.
To use this&nbsp;form, you must have Internet Explorer 6 or higher. The form cannot be&nbsp;run on a MacIntosh (Mac) computer.
"
402,http://www.lscd.com/node/442,Replevin Action - Justice of the Peace Interactive Form,Consumer,,Consumer,This is an online interview that guides you through completing a JP Court form for a replevin action.&nbsp;
403,http://www.lscd.com/node/443,Trespass Action - Justice of the Peace Interactive Form,Court Forms,,Consumer,This is an online interview that guides you through completing a JP Court form for a&nbsp;trespass action.
406,http://www.lscd.com/node/448,Tax Identity Theft,,,Consumer,"The Federal Trade Commission presents...Maryland Forum on Tax Identity TheftTax identity theft is the fastest growing form of identity theft. Learn how to protect yourself, your family, and your friends at this free educational forum.Opening remarks: U.S. Attorney Rod J. Rosenstein Delegate Susan C. LeePanel of experts: Federal Trade Commission, Internal Revenue Service, AARP, Maryland Consumer Rights Coalition, Maryland CASH Campaign, and Maryland Crime Victimsâ€™ Resource Center/National Identity Theft Victims Assistance Network.Host: Howard County Office of Consumer AffairsWhen: January 14, 2014, 7:00 â€“ 9:00 p.m.Where: North Laurel Community Center 9411 Whiskey Bottom Rd Laurel, MD 20723FREE ADMISSION. NO REGISTRATION REQUIRED.(For more information contact: Lisa Schifferle at 202â€ê326â€ê3377 or lschifferle@ftc.gov)http://ftc.gov/taxidtheft"
206,http://www.lscd.com/node/231,How to Collect a Judgment,Small Claims Action,,"Consumer
","A judgment in the Justice of the Peace Court is good for three years. Thereafter, court procedures may be used to attempt to collect a judgment only if the judgment is revived by scire facias. This page explains the terms, procedures, and forms you will need to understand to collect a judgment in the JP Court.&nbsp; Contributed by: JP Court Last Reviewed: 06/25/2004http://courts.delaware.gov/Help/Proceedings/jp_revive.stm"
207,http://www.lscd.com/node/232,JP Court - Form 1 - Complaint,"Court Procedures and Information
Small Claims Action",,"Consumer
",Contributed by: JP Court  Last Reviewed: 04/14/2004http://courts.state.de.us/forms/%28fp4v0wfajcogxhnhrnjhiuml%29/List.aspx?ID=4118
208,http://www.lscd.com/node/233,JP Court - Online Civil Forms,"Court Forms
Court Procedures and Information
Small Claims Action",,"Consumer
",Contributed by: JP Court  Last Reviewed: 04/14/2004http://courts.state.de.us/forms/%28fp4v0wfajcogxhnhrnjhiuml%29/list.aspx?ag=justice%20of%20the%20peace
304,http://www.lscd.com/node/330,How The Public Defender Represents You (Public Defender's Office),"Court Procedures and Information
Criminal Law",,Criminal,http://publicdefender.delaware.gov/
305,http://www.lscd.com/node/331,How a Bill Becomes Law in Delaware (State of Delaware),Court Procedures and Information,,Criminal,Contributed by: State of Delaware  Last Reviewed: 07/17/2009http://legis.delaware.gov/legislature.nsf/Lookup/Bill_Process?open&amp;nav=leginfo
306,http://www.lscd.com/node/332,Delaware Code: Expungement of Criminal Records,"Criminal Law
Criminal Records",,Criminal,Contributed by: State of Delaware  Last Reviewed: 07/17/2009 http://delcode.delaware.gov/title11/c043/sc07/index.shtml
307,http://www.lscd.com/node/333,General Information about Juvenile Code (AG's office),"Criminal Law
Work Support",,Criminal,Contributed by: Delaware Justice for Kids and  Youth  Last Reviewed: 07/17/2009http://attorneygeneral.delaware.gov/kids/kidslaws.shtml
308,http://www.lscd.com/node/334,"State of Delaware, Board of Parole",Criminal Law,,Criminal,http://www.state.de.us/parole/default.shtml
209,http://www.lscd.com/node/234,ADA: A Guide for People with Disabilities Seeking Employment,"General Health Care
Social Security
Disability",,Disability,The Americans with Disabilities Act of 1990 (ADA) is a  federal civil rights law designed to prevent discrimination and enable  individuals with disabilities to participate fully in all aspects of  society.&nbsp;                                            Contributed by: Social Security Administration  Last Reviewed: 07/17/2009http://www.ada.gov/workta.htm
210,http://www.lscd.com/node/235,ADA: Your Employment Rights as an Individual With a Disability,"Discrimination
Disability",,Disability,This booklet explains the part of the ADA that prohibits job  discrimination. &nbsp;                                            Contributed by: U.S. Equal Employment  Opportunity Commission  Last Reviewed: 06/01/2004http://www.eeoc.gov/facts/ada18.html
211,http://www.lscd.com/node/236,Disability Programs (Social Security Online),"Social Security
Disability",,Disability,A free online service which provides information on state  government agencies and referrals to community resources&nbsp;                                            Contributed by: Delaware HelpLine  Last Reviewed: 06/02/2004http://www.ssa.gov/disability/
212,http://www.lscd.com/node/237,Disability Support Pension (National Welfare Rights Network),"Disability Assistance
Social Security
Disability",,Disability,http://www.welfarerights.org.au/default.aspx
213,http://www.lscd.com/node/238,Questions & Answers about Disability Discrimination and the ADA (LawGuru),"Discrimination
Disability",,Disability,http://www.lawguru.com/answers/search/category/04
214,http://www.lscd.com/node/239,Social Security For People Living With HIV/AIDS,"General Health Care
Social Security
Disability",,Disability,Contributed by: Social Security Administration  Last Reviewed: 04/03/2006http://www.ssa.gov/pubs/10019.html
